Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-05-04,S001,P0004,Groceries,East,440,215,159,234.9,12.52,5,Cloudy,1,8.26,Spring
2022-05-04,S001,P0009,Groceries,West,470,20,156,39.43,34.13,0,Sunny,1,31.02,Summer
2022-05-04,S001,P0013,Groceries,East,295,218,115,219.6,37.95,15,Cloudy,0,38.72,Spring
2022-05-04,S001,P0015,Groceries,East,414,52,161,45.06,27.71,15,Snowy,0,23.41,Summer
2022-05-04,S002,P0002,Groceries,North,50,12,153,4.09,14.0,0,Sunny,1,15.86,Summer
2022-05-04,S002,P0004,Groceries,West,475,80,159,80.39,18.5,20,Snowy,1,17.21,Summer
2022-05-04,S002,P0011,Groceries,North,265,19,26,29.49,44.87,20,Rainy,1,46.33,Autumn
2022-05-04,S003,P0006,Groceries,North,154,61,193,55.4,69.08,0,Cloudy,1,72.31,Autumn
2022-05-04,S003,P0010,Groceries,West,57,28,61,44.06,68.01,10,Snowy,0,72.92,Winter
2022-05-04,S003,P0012,Groceries,North,183,70,187,64.12,39.67,0,Snowy,1,44.48,Spring
2022-05-04,S003,P0013,Groceries,East,454,65,35,55.9,26.8,20,Sunny,0,31.23,Autumn
2022-05-04,S003,P0015,Groceries,West,278,261,35,263.16,20.82,0,Snowy,0,21.38,Summer
2022-05-04,S003,P0020,Groceries,South,295,209,172,210.49,94.06,20,Rainy,1,89.98,Winter
2022-05-04,S004,P0001,Groceries,South,112,63,105,78.65,48.11,20,Sunny,0,47.44,Autumn
2022-05-04,S004,P0005,Groceries,West,375,247,176,243.33,76.83,20,Rainy,0,72.09,Autumn
2022-05-04,S004,P0008,Groceries,West,411,393,124,384.93,52.53,5,Sunny,1,54.98,Autumn
2022-05-04,S004,P0016,Groceries,South,135,67,140,64.6,60.4,0,Snowy,0,57.44,Autumn
2022-05-04,S005,P0002,Groceries,West,125,66,188,65.61,76.14,0,Rainy,1,71.96,Autumn
2022-05-04,S005,P0003,Groceries,North,333,147,51,165.5,54.03,0,Cloudy,1,58.12,Winter
2022-05-04,S005,P0004,Groceries,North,318,71,24,61.27,56.3,20,Cloudy,1,53.34,Autumn
2022-05-04,S005,P0005,Groceries,South,64,61,128,78.15,55.49,0,Sunny,1,52.31,Winter
2022-05-04,S005,P0014,Groceries,West,159,112,40,102.99,26.31,0,Rainy,1,25.52,Spring
2022-05-04,S005,P0018,Groceries,South,188,117,113,110.75,76.87,15,Sunny,1,80.26,Winter
