Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-07-10,S001,P0007,Groceries,West,410,152,81,148.18,25.81,0,Sunny,1,26.24,Winter
2023-07-10,S001,P0009,Groceries,West,107,101,162,111.71,89.26,15,Snowy,1,92.1,Autumn
2023-07-10,S001,P0020,Groceries,West,483,298,124,292.17,51.36,15,Snowy,1,49.0,Spring
2023-07-10,S002,P0009,Groceries,North,373,230,144,235.41,11.65,5,Snowy,0,9.37,Autumn
2023-07-10,S002,P0011,Groceries,South,355,209,157,221.59,28.32,0,Cloudy,1,30.78,Spring
2023-07-10,S003,P0001,Groceries,North,106,91,147,85.05,99.27,10,Sunny,1,102.15,Winter
2023-07-10,S003,P0007,Groceries,North,307,75,56,73.37,86.43,10,Sunny,0,91.06,Winter
2023-07-10,S003,P0011,Groceries,North,307,181,44,200.74,26.77,10,Rainy,0,29.96,Winter
2023-07-10,S003,P0013,Groceries,North,322,138,124,141.08,78.78,15,Sunny,1,82.37,Summer
2023-07-10,S004,P0014,Groceries,North,171,154,131,163.73,19.89,20,Rainy,0,18.31,Winter
2023-07-10,S004,P0015,Groceries,South,307,252,57,265.02,55.64,10,Rainy,0,51.53,Spring
2023-07-10,S004,P0016,Groceries,East,179,66,139,65.22,73.01,0,Rainy,0,77.34,Winter
2023-07-10,S005,P0004,Groceries,North,331,13,45,5.13,66.81,0,Rainy,0,65.75,Autumn
2023-07-10,S005,P0005,Groceries,North,375,70,31,63.71,76.7,10,Rainy,1,75.36,Winter
2023-07-10,S005,P0013,Groceries,West,207,125,24,117.1,69.45,20,Cloudy,1,67.71,Autumn
2023-07-10,S005,P0018,Groceries,South,241,200,24,200.05,58.99,20,Cloudy,1,55.61,Winter
