Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-12-02,S001,P0002,Groceries,West,264,222,118,238.33,12.44,10,Rainy,1,10.2,Summer
2023-12-02,S001,P0009,Groceries,North,151,108,64,119.72,98.18,10,Sunny,0,99.71,Spring
2023-12-02,S001,P0014,Groceries,East,108,107,29,99.74,10.58,20,Snowy,1,8.2,Spring
2023-12-02,S002,P0003,Groceries,East,269,177,149,190.6,31.15,0,Rainy,1,35.72,Winter
2023-12-02,S002,P0008,Groceries,North,180,140,133,133.27,47.7,5,Snowy,1,49.66,Spring
2023-12-02,S002,P0015,Groceries,West,446,349,29,363.84,83.82,20,Rainy,1,87.58,Winter
2023-12-02,S002,P0016,Groceries,East,412,29,73,21.37,68.18,0,Snowy,0,67.41,Summer
2023-12-02,S003,P0003,Groceries,West,203,34,186,30.34,43.11,0,Snowy,0,42.5,Spring
2023-12-02,S003,P0009,Groceries,North,411,291,62,281.22,80.31,10,Snowy,0,77.03,Autumn
2023-12-02,S003,P0019,Groceries,West,205,124,35,131.66,51.24,10,Snowy,1,51.21,Autumn
2023-12-02,S004,P0012,Groceries,South,453,28,170,18.56,25.47,5,Cloudy,0,24.41,Spring
2023-12-02,S005,P0011,Groceries,North,136,33,33,34.13,86.56,5,Sunny,0,82.42,Summer
2023-12-02,S005,P0012,Groceries,West,252,1,188,-1.63,45.17,10,Cloudy,0,42.63,Summer
2023-12-02,S005,P0019,Groceries,South,280,214,127,229.15,73.46,15,Snowy,1,75.03,Winter
