Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-03-25,S001,P0002,Groceries,South,132,125,170,126.51,10.5,10,Cloudy,1,6.89,Summer
2022-03-25,S001,P0006,Groceries,West,238,205,87,209.05,86.0,0,Rainy,1,84.24,Summer
2022-03-25,S001,P0016,Groceries,South,471,371,148,369.35,69.64,5,Snowy,0,68.16,Autumn
2022-03-25,S001,P0019,Groceries,South,414,231,89,249.43,25.57,0,Cloudy,1,25.29,Winter
2022-03-25,S002,P0001,Groceries,South,389,263,63,265.85,81.24,15,Cloudy,1,78.73,Spring
2022-03-25,S002,P0002,Groceries,South,448,338,81,356.24,44.62,0,Cloudy,0,41.97,Winter
2022-03-25,S002,P0010,Groceries,West,252,92,104,94.3,72.41,0,Snowy,0,73.44,Summer
2022-03-25,S002,P0011,Groceries,West,258,188,48,179.73,92.95,0,Snowy,1,90.49,Spring
2022-03-25,S002,P0012,Groceries,North,383,34,105,42.28,28.44,10,Snowy,0,31.97,Autumn
2022-03-25,S002,P0014,Groceries,West,165,125,35,125.93,52.93,5,Cloudy,1,53.92,Winter
2022-03-25,S002,P0020,Groceries,South,235,2,118,18.22,20.41,20,Snowy,1,18.62,Spring
2022-03-25,S003,P0003,Groceries,South,287,165,70,184.19,83.9,10,Cloudy,0,80.22,Spring
2022-03-25,S003,P0005,Groceries,South,496,324,29,338.77,62.58,5,Sunny,1,66.28,Spring
2022-03-25,S003,P0006,Groceries,North,136,114,165,113.8,10.43,20,Rainy,1,10.27,Summer
2022-03-25,S003,P0008,Groceries,North,221,155,175,147.25,26.2,5,Cloudy,0,23.08,Winter
2022-03-25,S003,P0015,Groceries,South,414,141,197,138.89,47.74,5,Snowy,1,47.99,Summer
2022-03-25,S003,P0016,Groceries,West,249,97,62,109.16,60.83,5,Snowy,1,60.2,Spring
2022-03-25,S003,P0017,Groceries,South,437,237,22,241.57,15.17,5,Snowy,1,19.08,Winter
2022-03-25,S003,P0018,Groceries,South,96,72,51,65.13,46.92,5,Snowy,0,50.0,Summer
2022-03-25,S003,P0020,Groceries,South,298,285,121,279.59,43.64,5,Cloudy,0,44.29,Autumn
2022-03-25,S004,P0007,Groceries,South,184,55,49,51.38,11.23,15,Snowy,0,8.06,Summer
2022-03-25,S004,P0010,Groceries,East,235,155,132,155.53,80.66,20,Cloudy,0,77.76,Autumn
2022-03-25,S004,P0014,Groceries,East,417,69,155,59.98,55.37,10,Snowy,1,50.54,Spring
2022-03-25,S004,P0017,Groceries,South,178,106,30,121.9,97.98,5,Snowy,1,100.65,Summer
2022-03-25,S005,P0004,Groceries,South,445,62,171,71.97,60.47,0,Snowy,1,58.61,Summer
2022-03-25,S005,P0006,Groceries,West,399,305,146,324.97,17.08,0,Sunny,0,18.27,Autumn
2022-03-25,S005,P0017,Groceries,South,245,214,156,213.08,50.25,20,Rainy,0,53.76,Winter
2022-03-25,S005,P0018,Groceries,East,316,290,124,308.09,78.88,0,Cloudy,0,75.96,Summer
