Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-08-24,S001,P0006,Groceries,East,185,149,118,153.18,37.71,15,Snowy,0,35.53,Autumn
2023-08-24,S001,P0014,Groceries,West,177,27,123,17.33,11.58,10,Cloudy,1,11.76,Spring
2023-08-24,S001,P0016,Groceries,South,359,352,150,360.32,78.22,15,Sunny,0,81.14,Winter
2023-08-24,S001,P0019,Groceries,East,452,142,85,134.38,43.84,20,Cloudy,1,44.2,Spring
2023-08-24,S002,P0010,Groceries,South,489,200,178,217.36,27.82,10,Sunny,1,31.24,Summer
2023-08-24,S002,P0012,Groceries,South,185,60,64,65.54,20.94,10,Sunny,1,22.93,Spring
2023-08-24,S002,P0013,Groceries,South,90,70,138,78.09,74.13,20,Rainy,0,77.57,Spring
2023-08-24,S003,P0001,Groceries,South,413,86,49,92.6,76.58,0,Snowy,0,71.59,Autumn
2023-08-24,S003,P0007,Groceries,North,145,61,29,52.0,28.43,20,Sunny,0,25.31,Spring
2023-08-24,S003,P0008,Groceries,South,385,370,76,388.32,79.08,5,Rainy,0,75.62,Winter
2023-08-24,S003,P0013,Groceries,East,301,34,75,45.77,31.18,20,Sunny,0,35.23,Winter
2023-08-24,S003,P0015,Groceries,North,160,21,200,25.51,20.72,15,Sunny,0,16.04,Autumn
2023-08-24,S004,P0004,Groceries,East,455,201,73,203.38,16.41,0,Rainy,1,13.2,Winter
2023-08-24,S004,P0012,Groceries,East,192,121,185,137.34,81.49,10,Rainy,0,77.01,Autumn
2023-08-24,S004,P0015,Groceries,South,381,66,45,81.33,71.89,5,Snowy,1,74.41,Winter
2023-08-24,S004,P0019,Groceries,East,456,298,31,299.0,75.01,10,Rainy,0,76.03,Winter
2023-08-24,S005,P0001,Groceries,North,478,19,54,14.06,30.77,20,Snowy,0,26.22,Summer
2023-08-24,S005,P0002,Groceries,East,105,99,76,97.71,31.19,10,Sunny,1,27.2,Summer
2023-08-24,S005,P0011,Groceries,South,223,13,152,26.34,11.73,20,Rainy,0,11.84,Winter
