Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-01-17,S001,P0010,Groceries,East,468,269,54,269.02,39.09,15,Cloudy,1,36.15,Winter
2023-01-17,S001,P0011,Groceries,South,123,56,114,68.93,91.51,20,Sunny,1,94.65,Autumn
2023-01-17,S001,P0012,Groceries,West,253,243,71,238.04,20.96,10,Snowy,0,18.57,Spring
2023-01-17,S001,P0019,Groceries,South,452,204,187,213.93,98.68,15,Snowy,1,100.42,Winter
2023-01-17,S002,P0001,Groceries,East,478,326,67,331.73,38.93,10,Cloudy,0,40.87,Winter
2023-01-17,S002,P0012,Groceries,North,311,162,47,160.24,74.6,0,Cloudy,1,73.43,Autumn
2023-01-17,S003,P0008,Groceries,South,494,144,37,158.65,46.91,0,Rainy,0,51.59,Spring
2023-01-17,S003,P0014,Groceries,North,57,4,161,13.44,96.58,20,Cloudy,1,97.24,Autumn
2023-01-17,S004,P0003,Groceries,West,494,172,129,179.88,67.53,10,Cloudy,0,69.52,Summer
2023-01-17,S004,P0004,Groceries,South,284,41,167,46.27,54.95,5,Snowy,0,55.47,Spring
2023-01-17,S004,P0005,Groceries,South,413,368,52,378.31,39.74,20,Snowy,0,38.06,Autumn
2023-01-17,S004,P0012,Groceries,South,470,55,83,74.31,59.06,5,Sunny,0,61.65,Summer
2023-01-17,S004,P0016,Groceries,North,330,148,28,149.65,77.54,20,Sunny,0,77.31,Spring
2023-01-17,S004,P0019,Groceries,West,231,97,31,114.41,63.67,0,Sunny,0,65.1,Summer
2023-01-17,S004,P0020,Groceries,West,141,8,176,8.48,97.13,20,Rainy,1,99.22,Autumn
2023-01-17,S005,P0001,Groceries,East,82,77,121,81.5,26.73,15,Snowy,1,24.27,Summer
2023-01-17,S005,P0006,Groceries,West,70,65,39,61.28,25.9,15,Rainy,1,24.89,Summer
2023-01-17,S005,P0007,Groceries,North,90,62,62,63.85,65.37,15,Cloudy,1,60.93,Spring
2023-01-17,S005,P0018,Groceries,West,318,138,25,150.09,18.88,5,Snowy,1,17.57,Autumn
