Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-01-14,S001,P0008,Groceries,South,423,110,83,104.96,37.18,10,Sunny,0,38.71,Spring
2022-01-14,S001,P0012,Groceries,West,255,227,62,246.35,12.81,5,Snowy,0,9.65,Winter
2022-01-14,S001,P0017,Groceries,South,144,129,105,136.01,67.56,20,Cloudy,1,64.43,Spring
2022-01-14,S001,P0019,Groceries,East,282,163,95,155.93,65.35,5,Snowy,1,68.96,Autumn
2022-01-14,S002,P0001,Groceries,West,81,45,121,40.43,35.05,20,Sunny,0,35.31,Winter
2022-01-14,S002,P0004,Groceries,North,200,199,84,203.2,54.16,15,Snowy,0,56.23,Spring
2022-01-14,S002,P0005,Groceries,East,124,63,189,59.59,59.94,0,Sunny,1,56.92,Autumn
2022-01-14,S002,P0007,Groceries,South,67,53,167,44.59,72.68,20,Sunny,1,67.88,Winter
2022-01-14,S002,P0008,Groceries,West,202,41,122,47.16,60.89,5,Rainy,0,64.9,Winter
2022-01-14,S002,P0013,Groceries,West,84,76,179,90.93,85.91,20,Snowy,0,82.2,Summer
2022-01-14,S002,P0015,Groceries,North,481,96,109,114.79,77.87,15,Rainy,1,78.17,Autumn
2022-01-14,S002,P0019,Groceries,South,397,195,53,188.23,38.35,15,Cloudy,1,34.29,Summer
2022-01-14,S003,P0001,Groceries,East,159,76,124,85.52,22.88,20,Cloudy,1,19.15,Autumn
2022-01-14,S003,P0009,Groceries,North,225,224,84,243.08,53.64,10,Rainy,1,50.79,Spring
2022-01-14,S003,P0016,Groceries,West,248,210,92,207.29,26.03,0,Cloudy,1,23.06,Winter
2022-01-14,S004,P0001,Groceries,South,93,39,180,37.77,64.07,20,Rainy,0,68.04,Winter
2022-01-14,S004,P0004,Groceries,West,485,91,130,87.43,62.9,0,Cloudy,0,62.12,Winter
2022-01-14,S004,P0006,Groceries,North,143,77,108,93.44,33.13,20,Snowy,0,32.98,Summer
2022-01-14,S004,P0011,Groceries,North,314,294,172,303.73,92.02,5,Sunny,0,95.7,Autumn
2022-01-14,S004,P0012,Groceries,South,244,41,175,40.8,98.56,15,Sunny,1,99.33,Summer
2022-01-14,S004,P0014,Groceries,North,448,304,39,294.11,31.54,5,Cloudy,1,29.59,Spring
2022-01-14,S004,P0016,Groceries,South,94,58,164,63.94,22.33,20,Sunny,1,17.54,Spring
2022-01-14,S005,P0001,Groceries,East,65,63,121,62.67,30.03,10,Sunny,0,27.0,Spring
2022-01-14,S005,P0006,Groceries,West,216,144,126,137.13,54.23,10,Cloudy,0,50.36,Summer
2022-01-14,S005,P0008,Groceries,North,239,84,104,81.33,44.14,20,Rainy,1,44.23,Summer
2022-01-14,S005,P0012,Groceries,West,195,56,120,67.49,54.97,0,Sunny,0,59.3,Spring
2022-01-14,S005,P0014,Groceries,East,219,80,136,74.02,16.06,20,Sunny,1,19.53,Autumn
2022-01-14,S005,P0018,Groceries,East,439,222,51,241.54,14.13,10,Cloudy,0,15.07,Spring
2022-01-14,S005,P0019,Groceries,West,65,0,122,-0.03,82.34,20,Rainy,1,79.8,Winter
2022-01-14,S005,P0020,Groceries,South,254,81,129,100.73,66.83,15,Rainy,1,69.86,Autumn
