Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-07-30,S001,P0003,Groceries,West,181,175,47,168.23,50.65,10,Rainy,0,48.14,Autumn
2023-07-30,S001,P0009,Groceries,West,68,51,72,68.71,55.03,15,Sunny,0,51.09,Summer
2023-07-30,S001,P0010,Groceries,East,450,280,193,282.56,92.83,0,Snowy,1,88.38,Autumn
2023-07-30,S001,P0018,Groceries,South,220,83,74,91.38,60.07,5,Sunny,1,63.97,Summer
2023-07-30,S001,P0019,Groceries,East,155,149,34,155.7,83.82,0,Rainy,1,82.35,Spring
2023-07-30,S002,P0006,Groceries,West,69,25,177,20.93,48.92,5,Cloudy,0,49.42,Spring
2023-07-30,S002,P0011,Groceries,South,340,257,43,247.41,78.63,5,Rainy,0,77.78,Autumn
2023-07-30,S002,P0012,Groceries,East,199,34,36,43.21,56.43,15,Sunny,1,53.27,Summer
2023-07-30,S003,P0008,Groceries,South,464,196,131,202.22,55.96,0,Snowy,1,51.86,Winter
2023-07-30,S003,P0009,Groceries,West,232,38,44,54.94,65.09,0,Snowy,0,65.74,Summer
2023-07-30,S003,P0011,Groceries,North,340,96,197,91.38,44.89,5,Sunny,1,42.64,Spring
2023-07-30,S003,P0012,Groceries,East,222,146,125,154.12,27.53,5,Snowy,0,24.39,Autumn
2023-07-30,S003,P0016,Groceries,West,370,38,45,50.41,33.95,10,Rainy,1,33.96,Spring
2023-07-30,S003,P0019,Groceries,South,320,88,29,94.32,92.8,10,Rainy,1,95.99,Summer
2023-07-30,S004,P0003,Groceries,South,476,247,154,246.68,82.88,10,Sunny,0,82.84,Autumn
2023-07-30,S004,P0005,Groceries,East,249,196,50,213.8,87.42,0,Cloudy,1,91.17,Winter
2023-07-30,S004,P0006,Groceries,East,50,48,190,62.92,22.19,10,Snowy,1,24.17,Winter
2023-07-30,S004,P0010,Groceries,West,251,130,112,145.53,65.34,15,Cloudy,1,63.11,Spring
2023-07-30,S004,P0013,Groceries,East,435,269,90,273.61,25.45,15,Sunny,0,20.56,Summer
2023-07-30,S004,P0018,Groceries,South,372,256,200,255.06,80.75,5,Snowy,1,82.34,Winter
2023-07-30,S005,P0001,Groceries,West,266,92,121,99.97,56.47,10,Cloudy,0,53.42,Spring
2023-07-30,S005,P0007,Groceries,East,489,472,102,482.37,22.25,10,Snowy,1,20.72,Spring
