Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-06-19,S001,P0004,Groceries,West,463,159,36,160.27,96.67,5,Snowy,1,99.0,Winter
2022-06-19,S001,P0005,Groceries,West,168,58,200,50.02,28.87,0,Snowy,1,26.83,Summer
2022-06-19,S001,P0008,Groceries,East,106,104,93,118.36,49.03,10,Sunny,1,48.62,Spring
2022-06-19,S001,P0011,Groceries,East,479,376,117,374.2,19.26,5,Sunny,0,17.95,Winter
2022-06-19,S002,P0007,Groceries,South,407,212,68,208.41,89.92,20,Sunny,1,86.75,Spring
2022-06-19,S002,P0009,Groceries,East,343,292,141,301.1,70.88,0,Cloudy,1,66.29,Spring
2022-06-19,S002,P0012,Groceries,West,469,330,194,341.98,89.07,5,Cloudy,0,89.05,Winter
2022-06-19,S002,P0013,Groceries,North,296,14,135,5.36,45.32,20,Snowy,1,48.82,Autumn
2022-06-19,S002,P0017,Groceries,East,271,221,187,230.2,13.39,5,Rainy,0,10.24,Spring
2022-06-19,S003,P0003,Groceries,North,323,158,159,158.68,11.03,15,Cloudy,1,11.59,Spring
2022-06-19,S003,P0005,Groceries,East,183,62,113,65.08,45.08,5,Cloudy,0,47.46,Summer
2022-06-19,S003,P0009,Groceries,East,121,51,188,59.64,92.21,15,Snowy,0,93.91,Autumn
2022-06-19,S003,P0010,Groceries,South,107,101,71,111.18,19.02,20,Rainy,1,21.74,Summer
2022-06-19,S003,P0013,Groceries,East,392,365,178,355.15,64.42,20,Rainy,0,63.45,Spring
2022-06-19,S003,P0015,Groceries,North,92,88,200,82.24,10.89,10,Cloudy,0,8.62,Winter
2022-06-19,S003,P0016,Groceries,South,92,50,116,41.3,31.47,10,Sunny,0,27.0,Spring
2022-06-19,S003,P0020,Groceries,North,300,194,79,211.3,92.46,5,Sunny,1,96.09,Spring
2022-06-19,S004,P0003,Groceries,West,264,217,85,230.62,63.02,5,Snowy,0,59.65,Winter
2022-06-19,S004,P0019,Groceries,East,271,126,125,133.03,87.88,15,Sunny,1,90.05,Summer
2022-06-19,S005,P0003,Groceries,North,230,16,74,17.71,41.06,10,Cloudy,1,39.73,Winter
2022-06-19,S005,P0006,Groceries,West,375,49,150,59.06,62.39,10,Rainy,0,66.52,Summer
2022-06-19,S005,P0009,Groceries,North,137,105,158,122.13,37.22,5,Snowy,0,33.61,Summer
2022-06-19,S005,P0011,Groceries,South,404,371,72,375.12,76.43,0,Rainy,0,79.72,Winter
2022-06-19,S005,P0013,Groceries,South,295,293,63,312.51,75.13,20,Sunny,1,72.93,Autumn
2022-06-19,S005,P0016,Groceries,North,448,365,190,364.13,64.39,0,Rainy,1,62.6,Spring
2022-06-19,S005,P0018,Groceries,South,137,91,183,95.48,42.78,5,Cloudy,1,42.05,Summer
2022-06-19,S005,P0020,Groceries,South,138,79,68,72.88,76.28,20,Rainy,0,79.82,Autumn
