Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-11-26,S001,P0001,Groceries,North,142,72,52,72.83,11.7,10,Snowy,0,16.7,Autumn
2022-11-26,S001,P0009,Groceries,South,263,102,36,95.7,11.25,0,Cloudy,0,7.0,Spring
2022-11-26,S001,P0012,Groceries,North,111,11,105,8.89,38.38,10,Rainy,1,40.0,Summer
2022-11-26,S001,P0013,Groceries,East,214,79,196,73.85,81.89,15,Snowy,0,85.39,Autumn
2022-11-26,S001,P0015,Groceries,West,237,130,76,148.7,50.22,15,Snowy,0,50.64,Autumn
2022-11-26,S001,P0016,Groceries,South,422,341,157,347.04,34.99,15,Sunny,1,34.54,Spring
2022-11-26,S002,P0013,Groceries,South,90,36,189,52.32,17.6,5,Snowy,1,20.39,Spring
2022-11-26,S002,P0015,Groceries,South,376,135,188,138.48,75.12,0,Rainy,0,70.2,Summer
2022-11-26,S002,P0019,Groceries,South,236,101,195,105.41,85.82,0,Snowy,0,81.05,Summer
2022-11-26,S003,P0002,Groceries,West,469,91,153,104.82,52.1,15,Rainy,1,55.44,Spring
2022-11-26,S003,P0006,Groceries,East,483,91,157,102.21,63.7,20,Snowy,0,66.57,Summer
2022-11-26,S003,P0014,Groceries,West,332,214,180,217.45,12.07,0,Cloudy,1,11.88,Autumn
2022-11-26,S004,P0001,Groceries,North,237,75,191,77.43,12.62,10,Snowy,0,14.69,Summer
2022-11-26,S004,P0002,Groceries,West,309,13,88,6.56,90.34,20,Rainy,0,94.24,Autumn
2022-11-26,S004,P0003,Groceries,North,407,182,122,185.87,13.41,20,Sunny,1,16.7,Autumn
2022-11-26,S004,P0004,Groceries,North,326,265,122,277.8,60.26,15,Snowy,0,65.22,Winter
2022-11-26,S004,P0007,Groceries,North,280,90,163,86.41,11.48,10,Rainy,1,12.38,Autumn
2022-11-26,S004,P0010,Groceries,South,318,207,40,197.46,66.54,0,Sunny,0,64.51,Autumn
2022-11-26,S004,P0013,Groceries,South,286,226,116,242.68,99.62,20,Cloudy,1,104.43,Spring
2022-11-26,S004,P0014,Groceries,North,194,157,89,147.49,57.66,5,Sunny,1,58.73,Winter
2022-11-26,S004,P0016,Groceries,West,496,303,152,311.68,33.72,5,Sunny,0,34.59,Autumn
2022-11-26,S005,P0004,Groceries,South,449,171,89,162.7,85.59,15,Snowy,0,86.36,Spring
2022-11-26,S005,P0007,Groceries,West,163,47,172,63.12,46.95,15,Snowy,1,51.45,Spring
2022-11-26,S005,P0009,Groceries,West,229,105,64,106.49,46.74,5,Cloudy,1,43.3,Autumn
2022-11-26,S005,P0013,Groceries,West,90,6,90,21.29,29.2,5,Cloudy,1,33.49,Summer
2022-11-26,S005,P0019,Groceries,North,459,370,25,379.8,68.65,15,Rainy,1,64.23,Autumn
