Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-06-16,S001,P0002,Groceries,West,318,205,168,200.9,91.74,5,Snowy,1,90.39,Summer
2023-06-16,S001,P0007,Groceries,West,251,220,107,233.55,63.02,15,Cloudy,0,67.23,Summer
2023-06-16,S001,P0008,Groceries,East,270,28,122,39.2,81.18,10,Cloudy,0,81.05,Summer
2023-06-16,S001,P0009,Groceries,West,165,83,178,99.56,58.35,15,Sunny,1,55.9,Winter
2023-06-16,S001,P0010,Groceries,North,58,0,127,-1.56,57.86,10,Cloudy,0,54.15,Spring
2023-06-16,S001,P0012,Groceries,South,216,125,77,129.45,90.98,15,Cloudy,0,91.7,Summer
2023-06-16,S001,P0013,Groceries,South,104,26,118,42.29,57.73,15,Sunny,0,60.53,Autumn
2023-06-16,S001,P0015,Groceries,South,118,13,82,10.41,81.8,20,Cloudy,1,79.32,Spring
2023-06-16,S001,P0017,Groceries,East,472,373,97,391.68,72.04,20,Snowy,1,68.67,Spring
2023-06-16,S002,P0001,Groceries,North,383,379,81,389.54,43.84,15,Rainy,0,45.99,Autumn
2023-06-16,S002,P0006,Groceries,North,417,187,94,200.11,11.79,0,Snowy,1,16.07,Summer
2023-06-16,S002,P0013,Groceries,East,490,433,138,449.37,84.29,5,Rainy,0,79.3,Spring
2023-06-16,S002,P0015,Groceries,East,155,120,82,127.66,85.47,10,Cloudy,1,80.85,Spring
2023-06-16,S002,P0018,Groceries,East,221,42,97,47.42,26.59,10,Snowy,0,30.01,Winter
2023-06-16,S002,P0019,Groceries,North,267,7,177,18.33,80.08,5,Cloudy,1,76.48,Summer
2023-06-16,S002,P0020,Groceries,East,335,166,181,157.42,69.58,10,Snowy,0,67.17,Summer
2023-06-16,S003,P0002,Groceries,North,305,248,51,253.47,25.13,20,Snowy,1,22.91,Spring
2023-06-16,S004,P0005,Groceries,North,378,60,96,59.17,71.84,15,Cloudy,0,74.67,Summer
2023-06-16,S004,P0011,Groceries,North,483,170,198,180.47,10.64,15,Sunny,0,14.0,Summer
2023-06-16,S004,P0013,Groceries,East,404,290,120,294.39,63.41,20,Rainy,0,65.58,Spring
2023-06-16,S004,P0016,Groceries,North,308,308,53,308.58,99.33,20,Sunny,0,98.28,Summer
2023-06-16,S005,P0002,Groceries,West,203,117,46,127.7,61.02,15,Rainy,0,66.01,Spring
2023-06-16,S005,P0003,Groceries,North,256,42,50,48.5,88.72,0,Rainy,1,93.39,Summer
2023-06-16,S005,P0004,Groceries,North,261,87,85,83.8,87.95,15,Rainy,1,90.73,Winter
2023-06-16,S005,P0006,Groceries,South,210,131,193,122.29,43.95,20,Rainy,1,45.96,Autumn
2023-06-16,S005,P0009,Groceries,North,349,317,195,310.88,96.21,20,Snowy,0,91.98,Winter
2023-06-16,S005,P0018,Groceries,South,68,3,55,22.88,42.83,15,Rainy,0,40.27,Summer
2023-06-16,S005,P0019,Groceries,West,403,15,184,16.03,58.57,10,Rainy,1,61.91,Autumn
