Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-09-05,S001,P0002,Groceries,West,224,25,116,15.58,93.24,15,Snowy,1,90.24,Winter
2022-09-05,S001,P0004,Groceries,South,327,72,151,82.53,45.5,20,Rainy,1,42.08,Autumn
2022-09-05,S001,P0009,Groceries,South,415,141,155,160.81,69.85,0,Snowy,0,65.06,Spring
2022-09-05,S001,P0014,Groceries,North,332,19,123,26.23,28.0,15,Cloudy,0,32.78,Summer
2022-09-05,S001,P0017,Groceries,West,462,74,100,84.38,86.35,0,Rainy,0,85.76,Summer
2022-09-05,S001,P0018,Groceries,North,352,335,50,336.1,85.13,10,Cloudy,0,89.38,Summer
2022-09-05,S001,P0020,Groceries,East,75,59,42,62.68,87.36,20,Rainy,0,86.17,Spring
2022-09-05,S002,P0005,Groceries,East,387,22,33,28.62,30.55,5,Rainy,1,31.03,Winter
2022-09-05,S002,P0007,Groceries,North,488,424,68,419.65,89.96,10,Cloudy,1,89.31,Autumn
2022-09-05,S003,P0001,Groceries,West,219,87,77,85.97,79.44,15,Rainy,1,77.64,Autumn
2022-09-05,S003,P0003,Groceries,North,330,112,78,110.19,19.9,5,Rainy,1,23.43,Summer
2022-09-05,S003,P0008,Groceries,North,211,25,140,25.25,47.94,15,Snowy,1,44.82,Spring
2022-09-05,S003,P0014,Groceries,West,370,77,65,75.39,95.2,20,Sunny,1,95.24,Spring
2022-09-05,S003,P0016,Groceries,East,362,355,143,359.69,95.67,5,Snowy,1,94.38,Winter
2022-09-05,S004,P0008,Groceries,South,282,83,63,96.58,80.67,5,Cloudy,1,78.24,Autumn
2022-09-05,S004,P0010,Groceries,South,301,8,37,20.07,60.76,5,Cloudy,1,59.64,Winter
2022-09-05,S004,P0013,Groceries,South,80,75,35,84.39,31.75,10,Sunny,1,34.24,Summer
2022-09-05,S004,P0019,Groceries,West,384,264,71,262.2,91.71,20,Cloudy,1,88.21,Winter
2022-09-05,S005,P0003,Groceries,South,119,37,54,47.74,67.59,10,Sunny,1,64.37,Autumn
2022-09-05,S005,P0009,Groceries,South,147,63,122,74.89,54.98,0,Sunny,1,50.33,Summer
2022-09-05,S005,P0011,Groceries,East,192,180,179,174.12,22.83,15,Rainy,1,26.3,Summer
2022-09-05,S005,P0019,Groceries,North,481,221,115,226.62,86.35,20,Sunny,1,85.66,Autumn
