Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-09-11,S001,P0007,Groceries,South,376,51,34,55.87,64.36,10,Sunny,0,60.42,Autumn
2022-09-11,S001,P0009,Groceries,South,354,25,76,24.15,33.7,0,Rainy,1,33.06,Spring
2022-09-11,S001,P0015,Groceries,East,95,50,111,42.46,58.06,5,Rainy,1,53.44,Spring
2022-09-11,S001,P0016,Groceries,North,486,76,99,81.06,66.01,5,Sunny,1,64.55,Winter
2022-09-11,S001,P0018,Groceries,North,228,154,36,155.62,67.24,5,Sunny,1,63.72,Summer
2022-09-11,S001,P0019,Groceries,South,494,161,90,166.05,33.6,20,Snowy,0,38.43,Autumn
2022-09-11,S002,P0002,Groceries,South,240,31,104,21.15,15.39,0,Cloudy,1,10.67,Summer
2022-09-11,S002,P0007,Groceries,West,376,337,62,348.78,46.42,20,Snowy,0,45.47,Autumn
2022-09-11,S002,P0012,Groceries,South,420,26,108,18.09,72.39,15,Sunny,1,72.45,Autumn
2022-09-11,S002,P0013,Groceries,North,238,200,155,203.42,28.86,10,Snowy,0,29.12,Winter
2022-09-11,S002,P0019,Groceries,West,386,243,91,236.86,33.81,15,Rainy,0,31.58,Autumn
2022-09-11,S002,P0020,Groceries,East,219,209,32,212.16,58.3,20,Rainy,0,61.31,Autumn
2022-09-11,S003,P0002,Groceries,South,102,13,174,5.5,13.23,10,Rainy,0,16.81,Autumn
2022-09-11,S003,P0004,Groceries,East,217,16,26,7.76,60.09,15,Sunny,0,63.08,Summer
2022-09-11,S003,P0005,Groceries,West,357,304,88,317.99,25.58,10,Cloudy,1,24.05,Summer
2022-09-11,S003,P0007,Groceries,West,141,130,113,120.65,43.08,15,Cloudy,1,41.04,Autumn
2022-09-11,S003,P0014,Groceries,West,467,132,166,147.34,35.58,20,Sunny,1,38.32,Spring
2022-09-11,S003,P0017,Groceries,South,497,375,73,368.7,62.64,5,Rainy,1,66.39,Winter
2022-09-11,S003,P0020,Groceries,East,237,181,110,184.75,15.31,10,Rainy,1,15.06,Spring
2022-09-11,S004,P0002,Groceries,West,227,82,123,74.78,74.71,20,Snowy,1,77.26,Autumn
2022-09-11,S004,P0004,Groceries,South,437,116,66,128.2,10.78,0,Rainy,0,13.79,Autumn
2022-09-11,S005,P0003,Groceries,West,143,121,150,116.31,58.28,5,Sunny,0,60.61,Winter
2022-09-11,S005,P0006,Groceries,West,347,99,66,108.26,97.21,0,Snowy,1,98.92,Winter
2022-09-11,S005,P0007,Groceries,North,189,1,21,-2.76,97.2,5,Sunny,1,98.64,Summer
2022-09-11,S005,P0013,Groceries,South,322,315,184,317.01,71.03,5,Snowy,0,73.74,Autumn
2022-09-11,S005,P0017,Groceries,North,318,55,186,64.76,39.45,5,Cloudy,1,42.4,Summer
2022-09-11,S005,P0019,Groceries,East,200,121,45,121.34,59.46,5,Sunny,1,58.21,Winter
