Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-07-03,S001,P0003,Groceries,East,361,243,129,255.83,45.49,20,Snowy,1,47.64,Autumn
2022-07-03,S001,P0010,Groceries,North,127,59,90,74.88,30.86,20,Rainy,1,30.42,Autumn
2022-07-03,S001,P0013,Groceries,North,423,420,28,422.31,51.69,0,Cloudy,0,54.72,Winter
2022-07-03,S001,P0014,Groceries,South,294,120,156,126.85,45.5,20,Rainy,0,47.82,Autumn
2022-07-03,S001,P0017,Groceries,East,460,190,46,195.58,30.92,10,Sunny,1,32.36,Winter
2022-07-03,S002,P0001,Groceries,West,367,217,66,220.02,15.2,10,Cloudy,1,15.04,Spring
2022-07-03,S002,P0005,Groceries,North,258,202,140,208.21,32.09,20,Cloudy,1,33.07,Winter
2022-07-03,S002,P0007,Groceries,East,294,165,116,184.11,35.33,10,Sunny,0,36.72,Spring
2022-07-03,S002,P0008,Groceries,North,363,301,93,308.42,81.59,20,Snowy,1,85.77,Winter
2022-07-03,S002,P0017,Groceries,North,175,62,62,70.74,72.86,10,Snowy,1,75.15,Winter
2022-07-03,S003,P0003,Groceries,South,193,54,104,60.59,65.04,15,Sunny,0,68.74,Spring
2022-07-03,S003,P0014,Groceries,East,447,165,120,169.21,96.48,10,Rainy,1,94.23,Autumn
2022-07-03,S003,P0016,Groceries,North,335,46,43,54.72,96.32,15,Cloudy,0,101.11,Autumn
2022-07-03,S003,P0017,Groceries,West,343,49,117,41.08,74.18,0,Cloudy,1,78.68,Autumn
2022-07-03,S003,P0018,Groceries,North,103,88,115,105.23,97.91,0,Cloudy,0,94.74,Summer
2022-07-03,S004,P0011,Groceries,North,361,337,198,340.61,67.76,0,Rainy,1,65.78,Summer
2022-07-03,S004,P0017,Groceries,South,236,191,60,202.72,42.16,20,Cloudy,0,45.38,Winter
2022-07-03,S004,P0020,Groceries,South,413,45,132,58.29,21.78,15,Rainy,0,18.56,Summer
2022-07-03,S005,P0001,Groceries,South,411,116,77,129.9,57.76,10,Cloudy,1,58.18,Summer
2022-07-03,S005,P0006,Groceries,East,55,21,147,11.99,29.7,20,Snowy,0,26.43,Spring
2022-07-03,S005,P0013,Groceries,East,473,431,105,426.83,92.35,20,Cloudy,1,94.82,Autumn
2022-07-03,S005,P0015,Groceries,East,95,40,120,49.28,68.3,5,Sunny,0,65.76,Winter
2022-07-03,S005,P0016,Groceries,North,354,327,59,327.16,95.05,20,Rainy,0,99.43,Winter
