Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-12-19,S001,P0012,Groceries,North,84,51,131,51.54,58.92,15,Sunny,1,55.61,Spring
2023-12-19,S002,P0003,Groceries,North,430,145,60,136.78,68.44,15,Rainy,1,72.95,Winter
2023-12-19,S002,P0005,Groceries,West,302,294,127,313.35,66.57,5,Cloudy,1,67.17,Spring
2023-12-19,S002,P0009,Groceries,North,422,139,196,130.6,91.48,0,Snowy,0,88.53,Spring
2023-12-19,S002,P0012,Groceries,West,488,26,151,41.34,47.98,15,Sunny,0,43.37,Autumn
2023-12-19,S002,P0016,Groceries,North,439,114,194,106.53,16.21,0,Sunny,0,11.4,Winter
2023-12-19,S002,P0018,Groceries,North,216,157,40,176.6,37.42,0,Rainy,1,41.32,Winter
2023-12-19,S003,P0004,Groceries,West,452,237,33,230.72,44.64,20,Snowy,1,49.34,Spring
2023-12-19,S003,P0018,Groceries,North,207,114,71,121.54,50.84,20,Rainy,1,45.87,Summer
2023-12-19,S004,P0008,Groceries,East,346,166,161,158.23,66.81,10,Rainy,1,64.01,Autumn
2023-12-19,S004,P0010,Groceries,North,433,91,75,86.25,65.61,5,Cloudy,1,66.1,Autumn
2023-12-19,S004,P0012,Groceries,West,66,59,142,51.14,42.4,0,Sunny,0,45.21,Winter
2023-12-19,S004,P0014,Groceries,East,261,191,41,186.38,27.72,20,Sunny,0,30.56,Spring
2023-12-19,S004,P0015,Groceries,South,371,222,102,216.31,54.06,10,Snowy,0,49.23,Spring
2023-12-19,S005,P0006,Groceries,West,141,104,96,110.36,92.63,5,Snowy,1,89.44,Winter
2023-12-19,S005,P0007,Groceries,North,109,95,64,114.31,63.07,10,Rainy,0,58.9,Spring
2023-12-19,S005,P0014,Groceries,North,330,268,96,261.88,59.43,20,Snowy,1,59.48,Autumn
2023-12-19,S005,P0016,Groceries,South,236,91,143,87.89,28.66,15,Snowy,0,28.93,Summer
